-32 : -1.23253 , -1.15626 , -1.11247 , -1.07326 , -1.04688 , -1.02668 , -1.01099 , -0.998657 , -0.988892 , -0.981108 , -0.974869 , -0.96985 , -0.965798 , -0.962518 , -0.959857 , -0.957696 , -0.955937 , -0.954505 , -0.953337 , -0.952384 , -0.951606 , -0.950971 , -0.950453 , -0.950029 , -0.949682 , -0.949399 , -0.949168 , -0.948979 , -0.948824 , -0.966442 , -0.966425 , -0.947276 , -0.932544 , -0.921078 , -0.912076 , -0.90496 , -0.899306 , -0.894793 , -0.89118 , -0.88828 , -0.885946 , -0.884237 , -0.882687 , -0.882428 , -0.88751 , -0.896756 , -0.904456 , -0.910839 , -0.916106 , -0.920438 , -0.92399 , -0.926897 , -0.92927 , -0.931205 , -0.932781 , -0.934063 , -0.935104 , -0.93595 , -0.936637 , -0.937194 , -0.935928 , -0.928264 , -0.917376 , -0.90875 , -0.901873 , -0.894421 , -0.883797 , -0.87534 , -0.868567 , -0.863115 , -0.858711 , -0.855139 , -0.852237 , -0.849873 , -0.847945 , -0.846369 , -0.845081 , -0.844553 , -0.849096 , -0.852881 , -0.856028 , -0.858638 , -0.860799 , -0.862585 , -0.864061 , -0.865279 , -0.866283 , -0.879972 , -0.886999 , -0.891788 , -0.893986 , -0.895885 , -0.897494 , -0.898856 , -0.900009 , -0.900984 , -0.898747 , -0.89423 , -0.887209 , 
-31 : -0.413375 , -0.387797 , -0.37311 , -0.359958 , -0.351113 , -0.344337 , -0.339073 , -0.334938 , -0.331663 , -0.329052 , -0.32696 , -0.325276 , -0.323917 , -0.322817 , -0.321925 , -0.3212 , -0.32061 , -0.32013 , -0.319738 , -0.319418 , -0.319158 , -0.318945 , -0.318771 , -0.318628 , -0.318512 , -0.318417 , -0.31834 , -0.318276 , -0.318225 , -0.236512 , -0.15074 , -0.147753 , -0.145455 , -0.143667 , -0.142263 , -0.141153 , -0.140271 , -0.139567 , -0.139004 , -0.138551 , -0.138187 , -0.137921 , -0.137679 , -0.152099 , -0.168185 , -0.169937 , -0.171397 , -0.172602 , -0.173595 , -0.174416 , -0.175089 , -0.17564 , -0.17609 , -0.176456 , -0.176755 , -0.176998 , -0.177195 , -0.177356 , -0.177486 , -0.177591 , -0.167348 , -0.155603 , -0.153778 , -0.152332 , -0.151179 , -0.139458 , -0.137797 , -0.136478 , -0.135422 , -0.134572 , -0.133881 , -0.133324 , -0.132872 , -0.132503 , -0.132203 , -0.131957 , -0.131756 , -0.147703 , -0.148498 , -0.14916 , -0.149706 , -0.150162 , -0.15054 , -0.150853 , -0.151106 , -0.151315 , -0.151491 , -0.0608962 , 0.0270559 , -0.00773823 , 0.0122689 , 0.0122949 , 0.012317 , 0.0123357 , 0.0123515 , 0.0123649 , 0.0206926 , 0.0205886 , 0.029139 , 
-22 : 1.05532 , 0.990019 , 0.952524 , 0.918947 , 0.896366 , 0.879069 , 0.865629 , 0.855072 , 0.84671 , 0.840045 , 0.834704 , 0.830404 , 0.826934 , 0.824124 , 0.821845 , 0.819994 , 0.818487 , 0.817259 , 0.816257 , 0.815442 , 0.814774 , 0.814231 , 0.813786 , 0.813422 , 0.813124 , 0.81288 , 0.812681 , 0.812518 , 0.812384 , 0.765124 , 0.714724 , 0.719678 , 0.723776 , 0.727154 , 0.729931 , 0.732208 , 0.734072 , 0.735596 , 0.736839 , 0.737853 , 0.738679 , 0.73929 , 0.739848 , 0.754968 , 0.775116 , 0.784171 , 0.791738 , 0.798027 , 0.803229 , 0.807516 , 0.811037 , 0.813922 , 0.81628 , 0.818203 , 0.81977 , 0.821045 , 0.822082 , 0.822923 , 0.823606 , 0.824161 , 0.816491 , 0.810726 , 0.815734 , 0.8199 , 0.823355 , 0.816572 , 0.821328 , 0.825301 , 0.828611 , 0.831362 , 0.833643 , 0.835533 , 0.837097 , 0.838388 , 0.839454 , 0.840333 , 0.841058 , 0.860006 , 0.865104 , 0.869358 , 0.872898 , 0.875837 , 0.878271 , 0.880285 , 0.881949 , 0.883322 , 0.884454 , 0.792046 , 0.690159 , 0.720893 , 0.689666 , 0.679985 , 0.672138 , 0.665734 , 0.660479 , 0.656148 , 0.643245 , 0.642341 , 0.631623 , 0.632783 , 
-21 : -0.759148 , -0.712176 , -0.685204 , -0.66105 , -0.644806 , -0.632363 , -0.622695 , -0.615101 , -0.609089 , -0.604294 , -0.600452 , -0.597362 , -0.594868 , -0.59285 , -0.591214 , -0.589882 , -0.588801 , -0.587921 , -0.587203 , -0.586616 , -0.586139 , -0.585748 , -0.585429 , -0.585169 , -0.584958 , -0.584786 , -0.584645 , -0.58453 , -0.584437 , -0.648307 , -0.711974 , -0.716912 , -0.720998 , -0.724366 , -0.727136 , -0.729408 , -0.731268 , -0.732789 , -0.734032 , -0.735045 , -0.735871 , -0.736483 , -0.737043 , -0.728048 , -0.722546 , -0.73099 , -0.738048 , -0.743914 , -0.748767 , -0.752767 , -0.756053 , -0.758746 , -0.760947 , -0.762744 , -0.764208 , -0.765401 , -0.76637 , -0.767159 , -0.767799 , -0.76832 , -0.780507 , -0.79545 , -0.800367 , -0.804458 , -0.807852 , -0.82312 , -0.827919 , -0.831928 , -0.835268 , -0.838044 , -0.840349 , -0.842258 , -0.843837 , -0.845143 , -0.846222 , -0.847112 , -0.847847 , -0.835091 , -0.840045 , -0.84418 , -0.847621 , -0.850479 , -0.852847 , -0.854807 , -0.856427 , -0.857764 , -0.858867 , -0.938002 , -0.994827 , -0.951193 , -0.954695 , -0.941298 , -0.930441 , -0.921581 , -0.914311 , -0.908319 , -0.912517 , -0.911238 , -0.919277 , -0.92097 , 
-12 : 0 , 3.9933e-07 , 9.37957e-07 , 1.83093e-06 , 2.59352e-06 , 3.58404e-06 , 4.55693e-06 , 5.27671e-06 , 6.49463e-06 , 7.46836e-06 , 8.44965e-06 , 9.69008e-06 , 1.09389e-05 , 1.24499e-05 , 1.39709e-05 , 1.49917e-05 , 1.65314e-05 , 1.78231e-05 , 1.9636e-05 , 2.06808e-05 , 2.27654e-05 , 2.38181e-05 , 2.48746e-05 , 2.64539e-05 , 2.80358e-05 , 2.98808e-05 , 3.12072e-05 , 3.25334e-05 , 3.41188e-05 , 0.0795046 , 0.160636 , 0.161647 , 0.162482 , 0.163169 , 0.163734 , 0.164197 , 0.164577 , 0.164887 , 0.16514 , 0.165347 , 0.165516 , 0.165641 , 0.165757 , 0.149236 , 0.132069 , 0.132376 , 0.132626 , 0.132831 , 0.132999 , 0.133134 , 0.133244 , 0.133335 , 0.133408 , 0.133468 , 0.133517 , 0.133557 , 0.133589 , 0.133616 , 0.133638 , 0.133657 , 0.146335 , 0.158774 , 0.157575 , 0.156614 , 0.155842 , 0.168399 , 0.167135 , 0.166116 , 0.165294 , 0.164627 , 0.164085 , 0.163644 , 0.163285 , 0.162992 , 0.162752 , 0.162555 , 0.162395 , 0.144189 , 0.144251 , 0.144303 , 0.144346 , 0.144381 , 0.144411 , 0.144436 , 0.144457 , 0.144475 , 0.14449 , 0.238801 , 0.32252 , 0.279383 , 0.295974 , 0.291698 , 0.288236 , 0.285414 , 0.283101 , 0.281196 , 0.288496 , 0.285871 , 0.292768 , 0.289603 , 
-11 : 1.3 , 1.21956 , 1.17337 , 1.13201 , 1.1042 , 1.08289 , 1.06633 , 1.05333 , 1.04303 , 1.03482 , 1.02824 , 1.02294 , 1.01867 , 1.01521 , 1.0124 , 1.01012 , 1.00827 , 1.00676 , 1.00553 , 1.00452 , 1.0037 , 1.00303 , 1.00248 , 1.00204 , 1.00167 , 1.00137 , 1.00113 , 1.00093 , 1.00077 , 0.999486 , 0.995169 , 1.00142 , 1.00658 , 1.01083 , 1.01432 , 1.01718 , 1.01952 , 1.02143 , 1.02299 , 1.02426 , 1.0253 , 1.02606 , 1.02676 , 1.03052 , 1.03511 , 1.0375 , 1.03944 , 1.04103 , 1.04231 , 1.04336 , 1.04421 , 1.0449 , 1.04546 , 1.04591 , 1.04628 , 1.04658 , 1.04682 , 1.04702 , 1.04718 , 1.04731 , 1.04315 , 1.03435 , 1.02652 , 1.02025 , 1.01521 , 1.00648 , 0.998909 , 0.992812 , 0.987882 , 0.983884 , 0.980634 , 0.977986 , 0.975825 , 0.97406 , 0.972616 , 0.971434 , 0.970465 , 0.97314 , 0.973546 , 0.97388 , 0.974154 , 0.97438 , 0.974566 , 0.974719 , 0.974845 , 0.974948 , 0.975033 , 0.950315 , 0.907895 , 0.905508 , 0.886342 , 0.873531 , 0.86316 , 0.854705 , 0.847772 , 0.842061 , 0.831976 , 0.8244 , 0.812603 , 0.803813 , 
101 : 1.3 , 1.21956 , 1.17337 , 1.13201 , 1.1042 , 1.08289 , 1.06633 , 1.05333 , 1.04303 , 1.03482 , 1.02824 , 1.02294 , 1.01867 , 1.01521 , 1.0124 , 1.01012 , 1.00827 , 1.00676 , 1.00553 , 1.00452 , 1.0037 , 1.00303 , 1.00248 , 1.00204 , 1.00167 , 1.00137 , 1.00113 , 1.00093 , 1.00077 , 1.00264 , 1.00805 , 1.01438 , 1.01961 , 1.02392 , 1.02745 , 1.03035 , 1.03272 , 1.03465 , 1.03623 , 1.03752 , 1.03857 , 1.03935 , 1.04006 , 1.04127 , 1.0435 , 1.04591 , 1.04787 , 1.04947 , 1.05077 , 1.05182 , 1.05268 , 1.05337 , 1.05394 , 1.0544 , 1.05477 , 1.05507 , 1.05531 , 1.05551 , 1.05567 , 1.0558 , 1.05337 , 1.04646 , 1.03855 , 1.0322 , 1.0271 , 1.02047 , 1.01279 , 1.00661 , 1.00162 , 0.997562 , 0.994267 , 0.991582 , 0.989392 , 0.987602 , 0.986139 , 0.984941 , 0.983959 , 0.983764 , 0.984175 , 0.984513 , 0.984791 , 0.985019 , 0.985207 , 0.985362 , 0.98549 , 0.985595 , 0.985681 , 0.979859 , 0.963479 , 0.947629 , 0.934453 , 0.920948 , 0.910014 , 0.901101 , 0.893792 , 0.887771 , 0.880576 , 0.872558 , 0.863734 , 0.854392 , 
102 : 2.0944 , 2.09458 , 2.08144 , 2.05712 , 2.03091 , 2.00295 , 1.97448 , 1.94626 , 1.91881 , 1.89244 , 1.86734 , 1.84363 , 1.82136 , 1.80054 , 1.78116 , 1.76318 , 1.74654 , 1.73119 , 1.71705 , 1.70405 , 1.69213 , 1.6812 , 1.6712 , 1.66206 , 1.65372 , 1.64611 , 1.63917 , 1.63285 , 1.6271 , 1.61797 , 1.60736 , 1.59873 , 1.59179 , 1.58626 , 1.58187 , 1.57841 , 1.57572 , 1.57363 , 1.57204 , 1.57084 , 1.56995 , 1.56936 , 1.5689 , 1.568 , 1.56628 , 1.56459 , 1.56348 , 1.56282 , 1.56251 , 1.56244 , 1.56257 , 1.56283 , 1.56317 , 1.56358 , 1.56402 , 1.56448 , 1.56494 , 1.56539 , 1.56583 , 1.56625 , 1.56873 , 1.57491 , 1.58111 , 1.58537 , 1.58816 , 1.59283 , 1.59684 , 1.59927 , 1.60053 , 1.60092 , 1.60067 , 1.59996 , 1.59893 , 1.59768 , 1.59629 , 1.59482 , 1.59332 , 1.59137 , 1.58893 , 1.58679 , 1.58492 , 1.58328 , 1.58185 , 1.58059 , 1.57948 , 1.5785 , 1.57764 , 1.58166 , 1.59427 , 1.60619 , 1.61322 , 1.6212 , 1.62632 , 1.6293 , 1.63069 , 1.63089 , 1.6347 , 1.6362 , 1.64094 , 1.64295 , 
103 : 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.0944 , 2.09444 , 2.09444 , 2.09444 , 2.09444 , 2.09444 , 2.09444 , 2.09444 , 2.09444 , 2.09444 , 2.09444 , 2.09444 , 2.09444 , 2.09444 , 2.0944 , 2.09426 , 2.09426 , 2.09426 , 2.09426 , 2.09426 , 2.09426 , 2.09426 , 2.09426 , 2.09426 , 2.09426 , 2.09426 , 2.09426 , 2.09426 , 2.09426 , 2.09426 , 2.09426 , 2.0945 , 2.09484 , 2.09484 , 2.09484 , 2.09484 , 2.09555 , 2.09555 , 2.09555 , 2.09555 , 2.09555 , 2.09555 , 2.09555 , 2.09555 , 2.09555 , 2.09555 , 2.09555 , 2.09555 , 2.09473 , 2.09473 , 2.09473 , 2.09473 , 2.09473 , 2.09473 , 2.09473 , 2.09473 , 2.09473 , 2.09473 , 2.09737 , 2.09951 , 2.0987 , 2.09908 , 2.09908 , 2.09908 , 2.09908 , 2.09908 , 2.09908 , 2.09915 , 2.09915 , 2.09938 , 2.09938 , 
104 : 0 , 3.27437e-07 , 7.99368e-07 , 1.61741e-06 , 2.34879e-06 , 3.30971e-06 , 4.27347e-06 , 5.00956e-06 , 6.2267e-06 , 7.21708e-06 , 8.2176e-06 , 9.47274e-06 , 1.07384e-05 , 1.22634e-05 , 1.37997e-05 , 1.48415e-05 , 1.63958e-05 , 1.77035e-05 , 1.95281e-05 , 2.05877e-05 , 2.26814e-05 , 2.37461e-05 , 2.48129e-05 , 2.64001e-05 , 2.7989e-05 , 2.98398e-05 , 3.1172e-05 , 3.25032e-05 , 3.40927e-05 , 0.0793784 , 0.160035 , 0.160037 , 0.160039 , 0.16004 , 0.160042 , 0.160043 , 0.160045 , 0.160047 , 0.160048 , 0.16005 , 0.160052 , 0.160053 , 0.160055 , 0.143816 , 0.126904 , 0.126906 , 0.126908 , 0.126911 , 0.126913 , 0.126915 , 0.126917 , 0.126919 , 0.126921 , 0.126923 , 0.126925 , 0.126926 , 0.126928 , 0.12693 , 0.126931 , 0.126933 , 0.139372 , 0.152313 , 0.152315 , 0.152317 , 0.152319 , 0.165779 , 0.165782 , 0.165783 , 0.165786 , 0.165787 , 0.16579 , 0.165792 , 0.165794 , 0.165796 , 0.165798 , 0.165799 , 0.165801 , 0.147099 , 0.147101 , 0.147103 , 0.147105 , 0.147107 , 0.147109 , 0.147112 , 0.147114 , 0.147117 , 0.147119 , 0.246189 , 0.341334 , 0.299271 , 0.322285 , 0.322287 , 0.322289 , 0.32229 , 0.322292 , 0.322294 , 0.333786 , 0.333788 , 0.345807 , 0.345809 , 
201 : 1.3 , 1.21956 , 1.17337 , 1.13201 , 1.1042 , 1.08289 , 1.06633 , 1.05333 , 1.04303 , 1.03482 , 1.02824 , 1.02294 , 1.01867 , 1.01521 , 1.0124 , 1.01012 , 1.00827 , 1.00676 , 1.00553 , 1.00452 , 1.0037 , 1.00303 , 1.00248 , 1.00204 , 1.00167 , 1.00137 , 1.00113 , 1.00093 , 1.00077 , 1.00285 , 1.00883 , 1.01582 , 1.02161 , 1.02638 , 1.0303 , 1.03352 , 1.03615 , 1.03831 , 1.04006 , 1.0415 , 1.04267 , 1.04353 , 1.04432 , 1.04882 , 1.05966 , 1.07204 , 1.08239 , 1.09099 , 1.0981 , 1.10397 , 1.10878 , 1.11273 , 1.11595 , 1.11859 , 1.12073 , 1.12248 , 1.1239 , 1.12505 , 1.12599 , 1.12675 , 1.12953 , 1.13579 , 1.14281 , 1.14865 , 1.15349 , 1.15945 , 1.1662 , 1.17185 , 1.17655 , 1.18046 , 1.1837 , 1.18639 , 1.18861 , 1.19045 , 1.19196 , 1.19321 , 1.19425 , 1.19874 , 1.20585 , 1.21179 , 1.21672 , 1.22082 , 1.22422 , 1.22703 , 1.22935 , 1.23127 , 1.23285 , 1.22767 , 1.21078 , 1.19351 , 1.17774 , 1.16122 , 1.14782 , 1.13689 , 1.12792 , 1.12052 , 1.11645 , 1.11488 , 1.11536 , 1.11741 , 
